47658c9cff05caaffd85722b6f81dd163f680f03d4026474a098f966e2f528b3,47658c9cff05caaffd85722b6f81dd163f680f03d4026474a098f966e2f528b3_resptime,6c871093253858350d730f80cfbc5109aa2529d9cda37341989ea8854485663e,6c871093253858350d730f80cfbc5109aa2529d9cda37341989ea8854485663e_resptime,9f7c42b1b5e58255e47691a7b28b08272a9e6a7db596871d300d5ed6a0363e35,9f7c42b1b5e58255e47691a7b28b08272a9e6a7db596871d300d5ed6a0363e35_resptime,875652920ad86e74f898a9dfa1a0a6d75c94f7aa794d3591659111603c7ff872,875652920ad86e74f898a9dfa1a0a6d75c94f7aa794d3591659111603c7ff872_resptime
6187,284,819,38,1849,34,388,1856
5592,284,854,38,2662,34,361,1856
5609,284,866,38,3160,34,709,1856
4661,284,848,38,2155,34,400,1856
4910,284,849,38,1732,34,430,1856
6270,284,824,38,1368,34,544,1856
5586,284,811,38,2146,34,443,1856
5512,284,839,38,1926,34,306,1856
4582,284,817,38,1747,34,546,1856
4920,284,808,38,1590,34,442,1856
6072,284,801,38,1339,34,365,1856
5431,284,778,38,2270,34,402,1856
5524,284,646,38,2259,34,444,1856
4586,284,532,38,1720,34,788,1856
4857,284,571,38,1972,34,769,1856
5994,284,404,38,2348,34,706,1856
5540,284,371,38,2121,34,467,1856
5378,284,472,38,1566,34,316,1856
4664,284,519,38,1438,34,620,1856
4957,284,503,38,966,34,370,1856
6970,284,534,38,3109,34,897,1856
5426,284,1290,38,2661,34,332,1856
5494,284,491,38,2096,34,341,1856
4580,284,301,38,1965,34,302,1856
4883,284,418,38,1552,34,608,1856
6312,284,316,38,2069,34,302,1856
5471,284,458,38,1658,34,322,1856
5406,284,309,38,1588,34,461,1856
4568,284,784,38,1775,34,338,1856
4923,284,416,38,1656,34,526,1856
6262,284,222,38,1845,34,223,1856
5470,284,329,38,2355,34,613,1856
5574,284,635,38,2629,34,346,1856
4663,284,1570,38,2933,34,289,1856
4853,284,7780,38,1705,34,397,1856
6251,284,723,38,1451,34,524,1856
5552,284,348,38,1886,34,288,1856
5477,284,7199,38,1890,34,585,1856
4618,284,276,38,1829,34,462,1856
4867,284,218,38,1352,34,312,1856
6059,284,1608,38,1399,34,532,1856
5406,284,651,38,2445,34,353,1856
5449,284,413,38,2381,34,206,1856
4590,284,417,38,1780,34,321,1856
4803,284,264,38,1942,34,286,1856
5974,284,247,38,2422,34,532,1856
5484,284,222,38,2171,34,231,1856
5532,284,834,38,1459,34,294,1856
4681,284,236,38,1419,34,329,1856
4920,284,3914,38,933,34,350,1856
8610,284,3631,38,11369,34,404,1856
5503,284,379,38,10425,34,533,1856
5533,284,677,38,2200,34,705,1856
4654,284,630,38,2002,34,123,1856
4910,284,545,38,1711,34,469,1856
6051,284,339,38,2307,34,490,1856
5399,284,430,38,1757,34,284,1856
5442,284,344,38,1525,34,293,1856
4615,284,735,38,1897,34,402,1856
4936,284,1451,38,1731,34,412,1856
6218,284,1299,38,1833,34,276,1856
5413,284,1127,38,2480,34,350,1856
5628,284,1062,38,3330,34,310,1856
4689,284,1086,38,2021,34,568,1856
4837,284,1098,38,1828,34,496,1856
6324,284,1024,38,1459,34,326,1856
5567,284,581,38,1818,34,446,1856
5523,284,576,38,1926,34,537,1856
4675,284,395,38,1672,34,142,1856
4900,284,472,38,1486,34,476,1856
6113,284,672,38,1473,34,572,1856
5366,284,641,38,2297,34,301,1856
5500,284,322,38,2205,34,576,1856
4667,284,307,38,1945,34,591,1856
4902,284,240,38,1821,34,398,1856
6020,284,196,38,2367,34,268,1856
5514,284,190,38,2147,34,331,1856
5500,284,706,38,1456,34,382,1856
4654,284,902,38,1426,34,546,1856
4954,284,350,38,948,34,266,1856
6764,284,220,38,3152,34,322,1856
5381,284,273,38,2589,34,275,1856
5490,284,256,38,2037,34,478,1856
4650,284,205,38,1966,34,316,1856
4953,284,389,38,1727,34,552,1856
6047,284,394,38,2230,34,372,1856
5351,284,408,38,1722,34,488,1856
5388,284,535,38,1775,34,584,1856
4646,284,523,38,1800,34,320,1856
5139,284,430,38,1716,34,541,1856
6282,284,322,38,1796,34,418,1856
5415,284,253,38,2556,34,537,1856
5576,284,270,38,3250,34,284,1856
4749,284,374,38,2080,34,700,1856
4930,284,283,38,1568,34,79,1856
6371,284,193,38,1536,34,313,1856
5593,284,153,38,1844,34,269,1856
5510,284,372,38,2020,34,411,1856
4700,284,573,38,1727,34,439,1856
5013,284,1109,38,1374,34,181,1856
6102,284,333,38,1340,34,204,1856
5363,284,408,38,2203,34,273,1856
5460,284,615,38,2321,34,344,1856
4596,284,165,38,1769,34,185,1856
4975,284,186,38,1914,34,249,1856
6036,284,203,38,2325,34,328,1856
5453,284,1033,38,2166,34,246,1856
5495,284,766,38,1438,34,375,1856
4628,284,327,38,1368,34,217,1856
5046,284,199,38,1058,34,399,1856
8155,284,257,38,8833,34,534,1856
5385,284,188,38,10244,34,959,1856
5429,284,365,38,2082,34,557,1856
4586,284,487,38,2095,34,1103,1856
4957,284,1507,38,1957,34,466,1856
6087,284,235,38,2316,34,663,1856
5400,284,6775,38,1823,34,605,1856
5389,284,4253,38,1595,34,713,1856
4608,284,1018,38,1731,34,539,1856
5029,284,625,38,1739,34,471,1856
6230,284,263,38,1881,34,461,1856
5404,284,157,38,2631,34,604,1856
5576,284,467,38,3240,34,548,1856
4637,284,822,38,2144,34,537,1856
4919,284,256,38,1690,34,375,1856
6282,284,233,38,1460,34,388,1856
5475,284,244,38,1760,34,367,1856
5439,284,419,38,1896,34,375,1856
4613,284,866,38,1839,34,459,1856
4908,284,841,38,1587,34,305,1856
6073,284,285,38,1359,34,349,1856
5293,284,614,38,2282,34,245,1856
5529,284,801,38,2330,34,637,1856
4573,284,797,38,1742,34,309,1856
4884,284,2182,38,2018,34,330,1856
6036,284,2498,38,2341,34,276,1856
5436,284,1598,38,2196,34,575,1856
5473,284,594,38,1392,34,354,1856
4570,284,280,38,1443,34,229,1856
4951,284,684,38,774,34,316,1856
6727,284,639,38,3325,34,598,1856
5323,284,833,38,2346,34,314,1856
5415,284,2022,38,1897,34,276,1856
4586,284,1368,38,1923,34,469,1856
6826,284,2056,38,1740,34,155,1856
6233,284,1881,38,2208,34,487,1856
5341,284,1560,38,1687,34,259,1856
5314,284,1476,38,1619,34,341,1856
4569,284,1135,38,1724,34,349,1856
4991,284,1122,38,1702,34,200,1856
7114,284,674,38,1847,34,368,1856
5388,284,7252,38,2603,34,520,1856
5553,284,637,38,3140,34,565,1856
4671,284,477,38,2137,34,346,1856
4893,284,1257,38,1627,34,476,1856
6362,284,585,38,1509,34,411,1856
5500,284,1633,38,1694,34,598,1856
5431,284,4754,38,2017,34,363,1856
4608,284,2940,38,1725,34,464,1856
4926,284,597,38,1568,34,254,1856
6179,284,308,38,1493,34,357,1856
5296,284,1733,38,2244,34,277,1856
5431,284,607,38,2365,34,460,1856
4567,284,3929,38,1792,34,420,1856
4849,284,2960,38,1959,34,226,1856
6066,284,1515,38,2349,34,497,1856
5405,284,1343,38,2129,34,262,1856
5476,284,773,38,1515,34,379,1856
4625,284,242,38,1645,34,401,1856
4939,284,901,38,1000,34,180,1856
8197,284,856,38,9599,34,1513,1856
5388,284,975,38,8881,34,1594,1856
5465,284,927,38,2840,34,2325,1856
4621,284,655,38,2003,34,2969,1856
4835,284,511,38,1720,34,3638,1856
6123,284,2228,38,2393,34,3614,1856
5376,284,172,38,1918,34,3737,1856
5365,284,168,38,1527,34,4141,1856
4643,284,1616,38,1775,34,3507,1856
4882,284,655,38,1764,34,2189,1856
6312,284,151,38,1965,34,3829,1856
5407,284,960,38,2575,34,2700,1856
5567,284,2515,38,3209,34,1903,1856
4671,284,3375,38,2137,34,3107,1856
4824,284,394,38,1645,34,2775,1856
6324,284,238,38,1504,34,2588,1856
5488,284,155,38,1608,34,2665,1856
5460,284,593,38,1960,34,2612,1856
4779,284,132,38,1752,34,2790,1856
4827,284,98,38,1447,34,2310,1856
6178,284,236,38,1398,34,1858,1856
5322,284,186,38,2298,34,3679,1856
5487,284,2270,38,2273,34,2872,1856
4606,284,979,38,1680,34,3423,1856
4827,284,224,38,1842,34,3787,1856
6075,284,367,38,2267,34,3343,1856
5441,284,111,38,2208,34,2065,1856
5480,284,190,38,1465,34,2801,1856
4649,284,105,38,1521,34,2777,1856
4874,284,1181,38,903,34,1896,1856
6772,284,701,38,3215,34,1891,1856
5330,284,142,38,2308,34,2550,1856
5482,284,615,38,1924,34,2581,1856
4653,284,839,38,2126,34,2774,1856
4869,284,120,38,1772,34,1894,1856
6131,284,866,38,2203,34,2567,1856
5366,284,795,38,1788,34,1952,1856
5377,284,343,38,1578,34,1669,1856
4673,284,204,38,1735,34,1604,1856
4892,284,561,38,1723,34,2028,1856
6303,284,374,38,1750,34,1282,1856
5387,284,784,38,2771,34,1822,1856
5577,284,820,38,3183,34,1281,1856
4643,284,116,38,2024,34,1352,1856
4815,284,120,38,1506,34,1293,1856
6322,284,209,38,1624,34,1902,1856
5505,284,164,38,1725,34,1917,1856
5413,284,119,38,1923,34,1304,1856
4584,284,1097,38,1809,34,2005,1856
4848,284,661,38,1461,34,1098,1856
6100,284,1360,38,1435,34,1721,1856
5353,284,440,38,2240,34,867,1856
5395,284,122,38,2229,34,1595,1856
4570,284,235,38,1771,34,975,1856
4793,284,881,38,1563,34,1608,1856
6056,284,164,38,2341,34,467,1856
5414,284,1137,38,2192,34,1806,1856
5405,284,1695,38,1507,34,1445,1856
4597,284,91,38,1518,34,1165,1856
4831,284,638,38,1194,34,2228,1856
8136,284,409,38,7038,34,959,1856
5467,284,823,38,5845,34,2245,1856
5510,284,366,38,4974,34,2405,1856
4592,284,943,38,5657,34,2683,1856
4843,284,385,38,6546,34,1723,1856
6095,284,83,38,6817,34,1671,1856
5424,284,101,38,7651,34,1564,1856
5379,284,117,38,7224,34,1926,1856
4567,284,115,38,7460,34,1317,1856
4894,284,100,38,4434,34,2344,1856
6234,284,92,38,3687,34,2206,1856
5473,284,122,38,7432,34,3034,1856
5624,284,107,38,5632,34,3123,1856
4655,284,89,38,8001,34,2855,1856
4778,284,98,38,6587,34,2709,1856
6360,284,87,38,5438,34,2526,1856
5554,284,117,38,6470,34,2156,1856
5495,284,111,38,6019,34,2685,1856
4580,284,112,38,6816,34,513,1856
4815,284,120,38,6987,34,1708,1856
6177,284,74,38,6671,34,1857,1856
5361,284,84,38,5542,34,1173,1856
5446,284,109,38,4352,34,943,1856
4579,284,101,38,6190,34,1163,1856
4788,284,122,38,5677,34,1034,1856
6086,284,122,38,6409,34,949,1856
5405,284,97,38,5745,34,943,1856
5476,284,123,38,5907,34,655,1856
4541,284,115,38,6052,34,404,1856
4842,284,101,38,5489,34,405,1856
6762,284,103,38,6882,34,547,1856
5303,284,96,38,7396,34,414,1856
5432,284,1011,38,7724,34,427,1856
4600,284,1002,38,6196,34,423,1856
4885,284,1753,38,6758,34,294,1856
6200,284,209,38,6930,34,333,1856
5341,284,150,38,5725,34,257,1856
5382,284,87,38,4858,34,500,1856
4568,284,94,38,5191,34,436,1856
4890,284,125,38,4757,34,597,1856
6369,284,86,38,4833,34,474,1856
5341,284,86,38,5660,34,373,1856
5649,284,86,38,6450,34,582,1856
4777,284,102,38,6535,34,394,1856
4786,284,111,38,6535,34,506,1856
6465,284,87,38,5770,34,24,1856
5480,284,93,38,6148,34,878,1856
5444,284,93,38,6801,34,489,1856
4581,284,85,38,3751,34,424,1856
4783,284,82,38,4815,34,434,1856
6306,284,81,38,5675,34,223,1856
5274,284,87,38,6263,34,558,1856
5398,284,94,38,7147,34,378,1856
4712,284,113,38,6824,34,334,1856
4806,284,101,38,7746,34,292,1856
6220,284,107,38,7243,34,427,1856
5378,284,101,38,6576,34,255,1856
5463,284,101,38,6318,34,290,1856
4661,284,96,38,4609,34,376,1856
4900,284,116,38,4913,34,443,1856
8134,284,156,38,6628,34,338,1856
5312,284,110,38,5628,34,586,1856
5455,284,91,38,6215,34,507,1856
4674,284,80,38,5904,34,466,1856
4895,284,96,38,6279,34,523,1856
6188,284,89,38,6423,34,732,1856
5324,284,75,38,5787,34,717,1856
5347,284,86,38,6620,34,520,1856
4661,284,93,38,6120,34,1501,1856
4942,284,98,38,6809,34,492,1856
6340,284,103,38,4882,34,1035,1856
5461,284,69,38,5685,34,431,1856
5597,284,62,38,6539,34,594,1856
4748,284,80,38,5247,34,660,1856
4832,284,85,38,6183,34,195,1856
6380,284,70,38,5803,34,324,1856
5613,284,85,38,8851,34,541,1856
5441,284,62,38,6685,34,294,1856
4682,284,96,38,6672,34,684,1856
4830,284,71,38,3065,34,322,1856
6171,284,101,38,1424,34,342,1856
5415,284,91,38,2186,34,263,1856
5434,284,69,38,2269,34,671,1856
4652,284,98,38,1742,34,539,1856
4827,284,94,38,1508,34,532,1856
6100,284,102,38,2185,34,491,1856
5511,284,89,38,2447,34,608,1856
5470,284,88,38,1418,34,865,1856
4626,284,106,38,1464,34,502,1856
4888,284,111,38,1016,34,428,1856
6695,284,108,38,3118,34,454,1856
5355,284,101,38,2349,34,555,1856
5403,284,99,38,2039,34,385,1856
4729,284,130,38,2066,34,270,1856
5810,284,119,38,1675,34,376,1856
6143,284,103,38,2253,34,456,1856
5376,284,370,38,1725,34,616,1856
5329,284,151,38,1616,34,271,1856
4722,284,115,38,1731,34,388,1856
4928,284,206,38,1721,34,317,1856
6327,284,129,38,1978,34,442,1856
5488,284,101,38,2908,34,406,1856
5537,284,166,38,3155,34,364,1856
4921,284,567,38,2093,34,293,1856
4939,284,822,38,1572,34,237,1856
6313,284,738,38,1443,34,384,1856
5541,284,162,38,1655,34,455,1856
5407,284,91,38,1889,34,102,1856
4757,284,525,38,1790,34,549,1856
4869,284,1521,38,1496,34,310,1856
6109,284,9251,38,1377,34,328,1856
5426,284,6153,38,2221,34,367,1856
5384,284,820,38,2266,34,326,1856
4745,284,769,38,1767,34,236,1856
4852,284,786,38,1477,34,351,1856
6072,284,1073,38,2338,34,343,1856
5485,284,1661,38,2351,34,330,1856
5389,284,1060,38,1475,34,318,1856
4768,284,1003,38,1543,34,153,1856
4994,284,1138,38,1069,34,232,1856
8213,284,1163,38,5734,34,529,1856
5494,284,1133,38,4131,34,502,1856
5434,284,986,38,2237,34,450,1856
4722,284,1012,38,1969,34,508,1856
4945,284,556,38,1746,34,149,1856
6120,284,551,38,2279,34,354,1856
5523,284,624,38,1730,34,413,1856
5314,284,515,38,1614,34,485,1856
4740,284,419,38,1773,34,481,1856
4973,284,352,38,1696,34,405,1856
6337,284,173,38,2264,34,379,1856
5523,284,890,38,3033,34,247,1856
5556,284,668,38,3129,34,224,1856
4825,284,899,38,2106,34,320,1856
4849,284,544,38,1556,34,243,1856
6460,284,505,38,1373,34,406,1856
5600,284,109,38,1600,34,98,1856
5426,284,678,38,1782,34,829,1856
4737,284,520,38,1800,34,370,1856
4884,284,2073,38,1531,34,382,1856
6242,284,832,38,1636,34,571,1856
5413,284,1808,38,2186,34,436,1856
5453,284,997,38,2298,34,158,1856
4728,284,1972,38,1745,34,528,1856
4898,284,575,38,1495,34,321,1856
6192,284,397,38,2184,34,463,1856
5527,284,1954,38,2368,34,425,1856
5458,284,753,38,1457,34,168,1856
4717,284,748,38,1536,34,810,1856
4947,284,234,38,999,34,323,1856
6962,284,3068,38,2931,34,425,1856
5405,284,2034,38,2574,34,291,1856
5461,284,1028,38,2170,34,425,1856
4763,284,986,38,1974,34,243,1856
4897,284,1765,38,1771,34,369,1856
6326,284,1025,38,2240,34,388,1856
5419,284,1532,38,1701,34,295,1856
5372,284,222,38,1558,34,474,1856
4827,284,504,38,1746,34,518,1856
5002,284,4928,38,1711,34,282,1856
6476,284,1970,38,2067,34,278,1856
5449,284,4345,38,3048,34,258,1856
5537,284,2390,38,3072,34,491,1856
4896,284,157,38,2185,34,453,1856
4892,284,1422,38,1853,34,292,1856
6483,284,877,38,1403,34,389,1856
5546,284,1127,38,1612,34,600,1856
5450,284,1376,38,1729,34,512,1856
4800,284,588,38,1649,34,496,1856
4927,284,525,38,1445,34,491,1856
6304,284,224,38,1412,34,272,1856
5385,284,173,38,2295,34,599,1856
5421,284,2099,38,2210,34,381,1856
4804,284,226,38,1745,34,385,1856
4883,284,1526,38,1547,34,368,1856
6233,284,228,38,2517,34,512,1856
5447,284,259,38,2218,34,523,1856
5476,284,872,38,1425,34,514,1856
4798,284,873,38,1488,34,643,1856
5000,284,309,38,1042,34,430,1856
8344,284,335,38,3059,34,1145,1856
5463,284,722,38,2541,34,825,1856
5542,284,1639,38,2225,34,752,1856
4770,284,837,38,1996,34,389,1856
4925,284,1192,38,1785,34,711,1856
6243,284,842,38,2216,34,487,1856
5452,284,751,38,1582,34,471,1856
5420,284,504,38,1410,34,435,1856
4812,284,858,38,1799,34,381,1856
4973,284,2396,38,1735,34,471,1856
6412,284,1033,38,2039,34,579,1856
5499,284,1841,38,3008,34,390,1856
5660,284,6547,38,3200,34,533,1856
4852,284,2638,38,2076,34,533,1856
4945,284,1247,38,1562,34,345,1856
6553,284,1700,38,1443,34,724,1856
5535,284,1855,38,1727,34,616,1856
5515,284,553,38,1802,34,586,1856
4812,284,437,38,1733,34,551,1856
4944,284,2709,38,1446,34,389,1856
6293,284,1131,38,1412,34,476,1856
5389,284,1021,38,2214,34,474,1856
5474,284,798,38,2294,34,138,1856
4814,284,663,38,1736,34,682,1856
4913,284,946,38,1523,34,275,1856
6301,284,2744,38,2444,34,318,1856
5515,284,285,38,2286,34,406,1856
5448,284,855,38,1451,34,308,1856
4765,284,341,38,1483,34,526,1856
4921,284,3197,38,982,34,329,1856
6779,284,824,38,3023,34,453,1856
5442,284,1133,38,2509,34,623,1856
5635,284,1866,38,2234,34,679,1856
4836,284,2202,38,1947,34,495,1856
4890,284,713,38,1706,34,423,1856
6198,284,331,38,2255,34,676,1856
5367,284,347,38,1678,34,516,1856
5475,284,1459,38,1593,34,715,1856
4787,284,377,38,1744,34,607,1856
4942,284,1577,38,1744,34,520,1856
6321,284,386,38,2038,34,1134,1856
5367,284,3213,38,3024,34,794,1856
5618,284,515,38,3101,34,375,1856
4892,284,770,38,2209,34,450,1856
4836,284,324,38,1602,34,617,1856
6362,284,339,38,1435,34,632,1856
5492,284,750,38,1542,34,629,1856
5485,284,3321,38,1768,34,325,1856
4793,284,1471,38,1666,34,698,1856
4899,284,1491,38,1489,34,710,1856
6173,284,5267,38,1421,34,526,1856
5315,284,5463,38,2221,34,1033,1856
5470,284,1567,38,2302,34,593,1856
4790,284,3412,38,1784,34,361,1856
4868,284,1864,38,1554,34,536,1856
6102,284,959,38,2397,34,521,1856
5386,284,2819,38,2305,34,1384,1856
5473,284,3335,38,1416,34,1789,1856
4813,284,1731,38,1482,34,1687,1856
4961,284,1229,38,944,34,1320,1856
8105,284,1476,38,2993,34,728,1856
5370,284,1221,38,2525,34,788,1856
5501,284,2100,38,2249,34,1243,1856
4785,284,6874,38,1956,34,937,1856
4843,284,1394,38,1638,34,910,1856
6036,284,1360,38,2277,34,753,1856
5342,284,1042,38,1860,34,960,1856
5352,284,1216,38,1585,34,1208,1856
4752,284,996,38,1729,34,943,1856
4814,284,390,38,1772,34,809,1856
6208,284,433,38,2112,34,1457,1856
5336,284,438,38,2977,34,1907,1856
5597,284,390,38,3118,34,1775,1856
4824,284,410,38,2162,34,1980,1856
4777,284,401,38,1571,34,1628,1856
6256,284,375,38,1424,34,1878,1856
5441,284,422,38,1574,34,1751,1856
5523,284,402,38,1905,34,1821,1856
4757,284,365,38,1699,34,1865,1856
4817,284,513,38,1442,34,1895,1856
6077,284,821,38,1392,34,1732,1856
5321,284,5221,38,2264,34,1978,1856
5490,284,1660,38,2386,34,2211,1856
4727,284,1366,38,1786,34,1343,1856
4793,284,1672,38,1551,34,1106,1856
6025,284,1326,38,2423,34,954,1856
5374,284,1089,38,2258,34,1912,1856
5456,284,1188,38,1460,34,1814,1856
4715,284,1825,38,1459,34,1165,1856
4866,284,2045,38,935,34,2105,1856
6633,284,2543,38,2870,34,1923,1856
5280,284,1316,38,2463,34,885,1856
5507,284,1795,38,2297,34,913,1856
4778,284,1188,38,1942,34,802,1856
4729,284,531,38,1668,34,905,1856
6031,284,533,38,2217,34,890,1856
5240,284,505,38,1786,34,652,1856
5375,284,508,38,1618,34,908,1856
4687,284,508,38,1743,34,567,1856
4837,284,500,38,1727,34,875,1856
6215,284,468,38,2016,34,1093,1856
5273,284,522,38,2833,34,794,1856
5551,284,567,38,3144,34,857,1856
4838,284,591,38,2118,34,649,1856
4746,284,1248,38,1538,34,511,1856
6175,284,1618,38,1419,34,1606,1856
5322,284,601,38,1457,34,967,1856
5336,284,565,38,1867,34,764,1856
4807,284,547,38,1854,34,1023,1856
4702,284,1069,38,1406,34,569,1856
6023,284,1907,38,1478,34,1168,1856
5201,284,1839,38,2217,34,1033,1856
5315,284,833,38,2415,34,2436,1856
4749,284,1401,38,1778,34,1125,1856
4657,284,676,38,1656,34,2141,1856
5957,284,887,38,2449,34,1192,1856
5289,284,775,38,2322,34,804,1856
5306,284,921,38,1428,34,775,1856
4755,284,863,38,1430,34,1244,1856
4767,284,907,38,948,34,1702,1856
7893,284,982,38,3574,34,1963,1856
5236,284,1000,38,2622,34,1498,1856
5316,284,1030,38,2215,34,2277,1856
4757,284,1142,38,1920,34,1491,1856
4711,284,910,38,1703,34,1947,1856
5983,284,3135,38,2267,34,2391,1856
5230,284,5195,38,1794,34,1949,1856
5190,284,2790,38,1631,34,946,1856
4734,284,1950,38,1836,34,1175,1856
4746,284,1055,38,1802,34,3194,1856
6091,284,719,38,1974,34,2360,1856
5292,284,1620,38,2943,34,1483,1856
5415,284,1263,38,3114,34,3055,1856
4836,284,3041,38,2141,34,2070,1856
4655,284,1884,38,1570,34,2062,1856
6180,284,776,38,1397,34,1971,1856
5382,284,585,38,1500,34,2636,1856
5297,284,602,38,2023,34,1759,1856
4785,284,757,38,1831,34,2613,1856
4680,284,653,38,1476,34,2471,1856
5973,284,2681,38,1566,34,2766,1856
5240,284,1388,38,2276,34,2404,1856
5284,284,1672,38,2394,34,1221,1856
4773,284,1821,38,1723,34,2316,1856
4666,284,702,38,1655,34,2076,1856
5909,284,691,38,2699,34,418,1856
5317,284,707,38,2275,34,1429,1856
8856,284,730,38,1462,34,778,1856
5336,284,699,38,1506,34,2972,1856
4938,284,719,38,958,34,1476,1856
6605,284,758,38,3108,34,1243,1856
5297,284,803,38,2843,34,1669,1856
5513,284,1064,38,2158,34,1185,1856
4840,284,1232,38,1920,34,2142,1856
4734,284,1159,38,1534,34,2729,1856
6057,284,2375,38,2362,34,2566,1856
5272,284,767,38,1765,34,2539,1856
5394,284,1190,38,1620,34,2577,1856
4818,284,1509,38,1738,34,2611,1856
4828,284,1452,38,1821,34,3178,1856
6189,284,1558,38,1993,34,3133,1856
5271,284,631,38,2955,34,3147,1856
5557,284,830,38,3116,34,3505,1856
4928,284,2537,38,2100,34,3824,1856
4744,284,878,38,1625,34,3857,1856
6243,284,690,38,1372,34,1977,1856
5391,284,722,38,1544,34,5318,1856
5483,284,781,38,1898,34,4630,1856
4773,284,1450,38,1718,34,4478,1856
4788,284,741,38,1484,34,3950,1856
6051,284,847,38,1470,34,2813,1856
5270,284,2405,38,2228,34,2694,1856
5428,284,1066,38,2400,34,1011,1856
4781,284,862,38,1668,34,2618,1856
4707,284,2378,38,1533,34,1966,1856
6006,284,4498,38,2293,34,2773,1856
5313,284,1668,38,2476,34,2355,1856
5495,284,1395,38,1462,34,2271,1856
4835,284,1149,38,1460,34,1167,1856
4907,284,2001,38,1010,34,1940,1856
8147,284,1723,38,3146,34,1994,1856
5429,284,1399,38,2605,34,1186,1856
5564,284,1587,38,2613,34,2512,1856
4837,284,4749,38,1929,34,1933,1856
4834,284,5171,38,1699,34,1685,1856
6171,284,2119,38,2274,34,4137,1856
5388,284,676,38,1796,34,4251,1856
5435,284,753,38,1591,34,4358,1856
4790,284,790,38,1738,34,3063,1856
4889,284,675,38,1704,34,4069,1856
6312,284,668,38,1944,34,2906,1856
5434,284,655,38,2907,34,2016,1856
5605,284,634,38,2835,34,978,1856
4823,284,681,38,2645,34,2327,1856
4820,284,698,38,1550,34,2308,1856
6418,284,663,38,1472,34,2294,1856
5526,284,663,38,1582,34,2528,1856
5521,284,658,38,1943,34,2271,1856
4718,284,633,38,1723,34,1979,1856
4850,284,595,38,1486,34,1617,1856
6224,284,945,38,1525,34,1283,1856
5412,284,675,38,2361,34,1303,1856
5511,284,663,38,2348,34,1013,1856
4718,284,680,38,1725,34,1556,1856
4822,284,674,38,1763,34,964,1856
6204,284,710,38,2643,34,728,1856
5471,284,821,38,2230,34,576,1856
5530,284,648,38,1442,34,1193,1856
4702,284,673,38,1473,34,904,1856
4942,284,714,38,977,34,1238,1856
6858,284,697,38,3132,34,1209,1856
5386,284,685,38,2834,34,1687,1856
5568,284,643,38,2173,34,1738,1856
4845,284,642,38,1962,34,1405,1856
4847,284,630,38,1632,34,1109,1856
6225,284,948,38,2259,34,696,1856
5376,284,644,38,1827,34,1136,1856
5445,284,636,38,1583,34,1423,1856
4769,284,727,38,1738,34,1410,1856
4966,284,619,38,1718,34,1626,1856
6414,284,674,38,1972,34,2023,1856
5420,284,673,38,2853,34,1832,1856
5595,284,644,38,3084,34,2090,1856
4919,284,673,38,2118,34,2143,1856
4870,284,708,38,1558,34,1725,1856
6448,284,727,38,1447,34,2704,1856
5526,284,656,38,1571,34,2651,1856
5515,284,640,38,2102,34,2559,1856
4788,284,661,38,1857,34,2967,1856
4880,284,650,38,1527,34,2411,1856
6216,284,2907,38,1515,34,2797,1856
5365,284,620,38,2260,34,1540,1856
5472,284,718,38,2435,34,2662,1856
4793,284,667,38,1786,34,3457,1856
5035,284,677,38,1550,34,2280,1856
6269,284,721,38,2515,34,2526,1856
5347,284,777,38,2253,34,2717,1856
5484,284,746,38,1447,34,745,1856
4787,284,719,38,1471,34,1614,1856
5067,284,683,38,975,34,3212,1856
8171,284,731,38,3398,34,2185,1856
5351,284,660,38,2813,34,3051,1856
5440,284,767,38,2251,34,3231,1856
4814,284,798,38,1917,34,2408,1856
4967,284,721,38,1637,34,2326,1856
6270,284,1499,38,2191,34,2117,1856
5289,284,3202,38,1799,34,2502,1856
5361,284,887,38,1549,34,2331,1856
4778,284,883,38,1751,34,1364,1856
5083,284,721,38,1712,34,2302,1856
6301,284,677,38,2197,34,1374,1856
5349,284,732,38,2767,34,2481,1856
5570,284,934,38,3187,34,2358,1856
4883,284,1198,38,2090,34,935,1856
4919,284,691,38,1650,34,2040,1856
6401,284,2620,38,1529,34,1713,1856
5492,284,2345,38,1527,34,1968,1856
5467,284,1760,38,1863,34,3429,1856
4773,284,792,38,1773,34,2998,1856
4960,284,910,38,1476,34,2420,1856
6135,284,816,38,1536,34,1413,1856
5321,284,2037,38,2270,34,1693,1856
5449,284,3089,38,2293,34,1359,1856
4763,284,3660,38,1870,34,1684,1856
4951,284,841,38,1578,34,1445,1856
6174,284,733,38,2750,34,1406,1856
5366,284,807,38,2263,34,1782,1856
5511,284,707,38,1400,34,1714,1856
4754,284,8629,38,1492,34,2563,1856
4991,284,2583,38,1011,34,2476,1856
6747,284,1344,38,3188,34,1813,1856
5345,284,659,38,2806,34,3466,1856
5467,284,764,38,2234,34,3005,1856
4859,284,682,38,1954,34,2138,1856
4947,284,715,38,1744,34,1338,1856
6179,284,1317,38,2218,34,2764,1856
5292,284,708,38,1793,34,3130,1856
5334,284,594,38,1596,34,1930,1856
4821,284,749,38,1729,34,2005,1856
5094,284,656,38,1711,34,2124,1856
6517,284,748,38,2104,34,1849,1856
5349,284,754,38,2545,34,2096,1856
5512,284,648,38,2690,34,2549,1856
4991,284,1643,38,2716,34,2720,1856
